date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:46:13	14907/14907	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbdc0-3a3b%22	https://demo.dashboardpack.com/user-management-html/vendors/datatable/css/jquery.dataTables.min.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/vendors/datatable/css/jquery.dataTables.min.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:13	4858/4858	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbdc0-12fa%22	https://demo.dashboardpack.com/user-management-html/vendors/datatable/css/responsive.dataTables.min.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/vendors/datatable/css/responsive.dataTables.min.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:13	11290/11290	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbdc0-2c1a%22	https://demo.dashboardpack.com/user-management-html/vendors/datatable/css/buttons.dataTables.min.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/vendors/datatable/css/buttons.dataTables.min.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:13	28358/28358	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbddd-85f0%22	https://demo.dashboardpack.com/user-management-html/vendors/text_editor/summernote-bs4.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/vendors/text_editor/summernote-bs4.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:14	426/426	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbdd3-1b3%22	https://demo.dashboardpack.com/user-management-html/vendors/morris/morris.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/vendors/morris/morris.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:14	57594/57594	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbdd2-114ee%22	https://demo.dashboardpack.com/user-management-html/vendors/material_icon/material-icons.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/vendors/material_icon/material-icons.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:14	1882/1882	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbd37-bb3%22	https://demo.dashboardpack.com/user-management-html/css/metisMenu.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/css/metisMenu.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:14	180534/180534	---MCZ	200	added ('OK')	text/css	etag:W/%22632dbd3a-5ce55%22	https://demo.dashboardpack.com/user-management-html/css/style1.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/css/style1.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:15	0/0	---M--	200	added ('OK')	text/css	etag:%22632dbd37-0%22	https://demo.dashboardpack.com/user-management-html/css/colors/default.css	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/css/colors/default.css	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:15	55170/55170	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:49%20GMT	https://demo.dashboardpack.com/user-management-html/index.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/index.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:16	2262/2262	---M--	200	added ('OK')	image/png	etag:%22632dbd55-8d6%22	https://demo.dashboardpack.com/user-management-html/img/logo_white.png	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/logo_white.png	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:16	2237/2237	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5f-8bd%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/dashboard.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/dashboard.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:16	48432/48432	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:51%20GMT	https://demo.dashboardpack.com/user-management-html/index_2.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/index_2.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:16	55189/55189	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:48%20GMT	https://demo.dashboardpack.com/user-management-html/index_3.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/index_3.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:16	1285/1285	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5a-505%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/2.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/2.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:17	23229/23229	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:47%20GMT	https://demo.dashboardpack.com/user-management-html/editor.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/editor.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:17	28649/28649	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:58%20GMT	https://demo.dashboardpack.com/user-management-html/mail_box.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/mail_box.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:17	25247/25247	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:40%20GMT	https://demo.dashboardpack.com/user-management-html/chat.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/chat.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:17	30276/30276	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:48%20GMT	https://demo.dashboardpack.com/user-management-html/faq.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/faq.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:18	2362/2362	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5a-93a%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/3.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/3.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:18	19333/19333	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:57%20GMT	https://demo.dashboardpack.com/user-management-html/login.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/login.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:18	19572/19572	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:02%20GMT	https://demo.dashboardpack.com/user-management-html/resister.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/resister.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:18	2235/2235	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:48%20GMT	https://demo.dashboardpack.com/user-management-html/error_400.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/error_400.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:19	2223/2223	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:48%20GMT	https://demo.dashboardpack.com/user-management-html/error_500.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/error_500.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:19	18959/18959	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:49%20GMT	https://demo.dashboardpack.com/user-management-html/forgot_pass.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/forgot_pass.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:19	22787/22787	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:49%20GMT	https://demo.dashboardpack.com/user-management-html/gallery.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/gallery.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:19	1454/1454	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5a-5ae%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/4.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/4.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:20	25679/25679	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:35%20GMT	https://demo.dashboardpack.com/user-management-html/admin_list.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/admin_list.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:20	22358/22358	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:34%20GMT	https://demo.dashboardpack.com/user-management-html/add_new_admin.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/add_new_admin.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:20	1136/1136	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5c-470%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/11.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/11.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:21	23941/23941	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:59%20GMT	https://demo.dashboardpack.com/user-management-html/module_setting.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/module_setting.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:21	23802/23802	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:02%20GMT	https://demo.dashboardpack.com/user-management-html/role_permissions.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/role_permissions.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:21	26829/26829	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:59%20GMT	https://demo.dashboardpack.com/user-management-html/navs.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/navs.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:21	1557/1557	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5c-615%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/12.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/12.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:22	2172/2172	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5b-87c%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/5.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/5.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:22	25678/25678	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:17%20GMT	https://demo.dashboardpack.com/user-management-html/user_list.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/user_list.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:22	22356/22356	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:35%20GMT	https://demo.dashboardpack.com/user-management-html/add_new_user.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/add_new_user.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:22	26901/26901	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:37%20GMT	https://demo.dashboardpack.com/user-management-html/Builder.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Builder.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:22	2144/2144	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5b-860%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/6.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/6.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:23	24672/24672	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:50%20GMT	https://demo.dashboardpack.com/user-management-html/invoice.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/invoice.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:23	1748/1748	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5b-6d4%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/7.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/7.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:23	630/630	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5b-276%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/8.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/8.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:23	25730/25730	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:37%20GMT	https://demo.dashboardpack.com/user-management-html/Basic_Elements.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Basic_Elements.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:24	30174/30174	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:49%20GMT	https://demo.dashboardpack.com/user-management-html/Groups.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Groups.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:24	23125/23125	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:58%20GMT	https://demo.dashboardpack.com/user-management-html/Max_Length.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Max_Length.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:24	27930/27930	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:51%20GMT	https://demo.dashboardpack.com/user-management-html/Layouts.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Layouts.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:24	48305/48305	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:37%20GMT	https://demo.dashboardpack.com/user-management-html/Board.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Board.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:24	1564/1564	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5c-61c%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/9.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/9.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:25	21446/21446	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:38%20GMT	https://demo.dashboardpack.com/user-management-html/calender.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/calender.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:25	2391/2391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5c-957%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/10.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/10.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:25	55174/55174	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:51%20GMT	https://demo.dashboardpack.com/user-management-html/light_sidebar.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/light_sidebar.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:25	55529/55529	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:06:59%20GMT	https://demo.dashboardpack.com/user-management-html/Minimized_Aside.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Minimized_Aside.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:26	20305/20305	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:34%20GMT	https://demo.dashboardpack.com/user-management-html/empty_page.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/empty_page.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:26	55187/55187	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:48%20GMT	https://demo.dashboardpack.com/user-management-html/fixed_footer.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/fixed_footer.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:26	1149/1149	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5c-47d%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/13.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/13.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:26	30831/30831	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:01%20GMT	https://demo.dashboardpack.com/user-management-html/Products.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Products.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:27	28656/28656	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:00%20GMT	https://demo.dashboardpack.com/user-management-html/Product_Details.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Product_Details.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:27	24662/24662	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:39%20GMT	https://demo.dashboardpack.com/user-management-html/Cart.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Cart.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:27	28427/28427	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:40%20GMT	https://demo.dashboardpack.com/user-management-html/Checkout.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Checkout.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:27	1472/1472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5d-5c0%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/14.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/14.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:28	25767/25767	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:49%20GMT	https://demo.dashboardpack.com/user-management-html/Fontawesome_Icon.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Fontawesome_Icon.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:28	41681/41681	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:16%20GMT	https://demo.dashboardpack.com/user-management-html/themefy_icon.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/themefy_icon.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:28	4004/4004	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5d-fa4%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/15.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/15.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:28	25814/25814	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:17%20GMT	https://demo.dashboardpack.com/user-management-html/wow_animation.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/wow_animation.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:28	25327/25327	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:02%20GMT	https://demo.dashboardpack.com/user-management-html/Scroll_Reveal.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/Scroll_Reveal.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:29	25059/25059	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:07:16%20GMT	https://demo.dashboardpack.com/user-management-html/tilt.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/tilt.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:29	1326/1326	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbd5d-52e%22	https://demo.dashboardpack.com/user-management-html/img/menu-icon/16.svg	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/img/menu-icon/16.svg	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
09:46:29	41114/41114	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:05:34%20GMT	https://demo.dashboardpack.com/user-management-html/accordion.html	C:/My%20Web%20Sites/adminDash1/demo.dashboardpack.com/user-management-html/accordion.html	(from https://demo.dashboardpack.com/user-management-html/dark_sidebar.html)
